()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>202</BIN><黑屏2><BGM>BGM_Room</BGM>:На вокзале Таллинна.
()<Speaker></Speaker>||:Калина заканчивает трансляцию и поворачивается к Командиру.
NPC-Kalin(0)<Speaker>Калина</Speaker>||:Командир, наш поезд прибыл на вокзал Таллинна.
()<Speaker></Speaker>||:Командир ничего не говоря, только кивает.
NPC-Kalin(0)<Speaker>Калина</Speaker>||:Что нам делать дальше, Командир?
()<Speaker></Speaker>||:Командир с силой ударил кулаком по пульту управления.
指挥官()<Speaker>Командир</Speaker>||:Херня какая...
NPC-Kalin(7)<Speaker>Калина</Speaker>||:Помимо отряда «Десерт Игл», другие разведывательные эшелоны тоже сообщили, что нашли тела беженцев. Всего их, по крайней мере, несколько тысяч...
指挥官()<Speaker>Командир</Speaker>||:Это была заранее спланированная резня!
NPC-Kalin(4)<Speaker>Калина</Speaker>||:Что тут, черт возьми, произошло...? О, пришло сообщение от мисс Персики. Мне её подключить?
()<Speaker>Командир</Speaker>||:Соедини меня с ней.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>Извини, что беспокою, Командир.</color>
NPC-Persica(0);NPC-Kalin(0)<Speaker>Командир</Speaker>||:Мисс Персика... Если ты позвонила, чтобы узнать, как дела у Команды AR, то, извини, но у меня сейчас нет на это настроения.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Речь не об этом... Благодаря доступу, который ты мне только что предоставил, мне удалось посмотреть видеозаписи и записи сигналов, которые прислала Команда AR. Чтобы тебе было проще принять дальнейшие решения, я считаю, что должна рассказать тебе кое-что.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Почему ты решила рассказать нам обо всём этом именно сейчас?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Прости... Честно говоря, я не до конца была уверена, стоит ли это делать. Если я расскажу тебе больше, это может подвергнуть тебя ещё большей опасности, Командир.</color> +<color=#00CCFF>Однако, учитывая, как обстоят дела сейчас, я считаю, что ты имеешь право знать, с чем тебе предстоит столкнуться. Я также верю, что ты сможешь справиться с этой опасностью.</color> +<color=#00CCFF>К тому же... то, что я собираюсь тебе рассказать, связано с этой резней. Надеюсь, ты сможешь сдержать свои эмоции и выслушать меня до конца.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Опасности, с которыми мы сталкиваемся, да... Это про Парадеус?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||<BGM>BGM_Empty</BGM>:<color=#00CCFF>Речь идет о том, что было до Парадеуса.</color> +<color=#00CCFF>Ты слышал об организации под названием «90wish»? </color>
NPC-Persica(0);NPC-Kalin(2)<Speaker>Калина</Speaker>||:90wish? Если я не ошибаюсь, это была группа, которая когда-то делилась результатами своих исследований в интернете... но вскоре она исчезла, и в наших базах данных нет никакой информации о ней...
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Совершенно естественно, что у тебя нет никаких точных сведений. Вся информация о 90wish была удалена или повреждена.</color> +<color=#00CCFF>Как ты, наверное, догадался, Командир, я когда-то был членом 90wish.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||<BGM>BGM_Pervaded</BGM>:А 90wish — это предшественник Парадеус?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Нет. Я думаю, что это две разные организации, и 90wish, наверное, до сих пор работает.</color>+<color=#00CCFF>Когда я впервые присоединилась к 90wish, я думала, что это просто исследовательская организация, но потом обнаружила, что в группу постоянно вливаются огромные средства, и стало ясно, что всё не так просто, как мне казалось сначала.</color>
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Чем глубже я вникала в дела этой организации, тем больше понимала, что 90wish занимается всевозможными незаконными исследованиями. Я ушла, потому что не могла с этим смириться...</color>
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Командир, пожалуйста, выслушай меня. Я уже проанализировала сигнал, который пытался насильно соединиться с M4 — образцы хаотичных передач, которые нарушили работу эшелонов Кукол, и источники помех.</color>+<color=#00CCFF>Этот способ передачи данных… — это частотный алгоритм, который когда-то использовал 90wish.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:То есть ты хочешь сказать, что за всем этим стоит не Парадеус, а какая-то организация под названием «90wish»?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Нет, я не это имела в виду. 90wish — это, в конечном счёте, исследовательская группа. Однако результаты их исследований оказались в руках людей с нечистыми намерениями.</color> +<color=#00CCFF>Мой анализ лишь указывает на то, что в этом городе есть много творений 90wish, но они также обладают определёнными отличительными чертами, которые совпадают с образцами Парадеус, которые я ранее получала.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:И к чему ты клонишь?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Командир, я слышала, что тебя когда-то взял в плен Парадеус, так что, возможно, ты с этой личностью знаком.</color> +<color=#00CCFF>Если речь идет о ком-то, кто связан и с 90wish, и с Парадеусом, то мне кажется, что на этот раз мы, скорее всего, имеем дело с… Уильямом.</color>
NPC-Persica(0);NPC-Kalin(2)<Speaker>Калина</Speaker>||:Уильям?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Да... Профессор Уильям. Как и я, он тогда был членом «90wish», но этот человек был еще страннее, чем все остальные чудаки, которых я встречалаа, вместе взятые.</color> +<color=#00CCFF>Никто раньше не видел его лица, никто не слышал его настоящего голоса, а область исследований, которую он выбрал, была… пугающей.</color>
NPC-Persica(0);NPC-Kalin(2)<Speaker>Калина</Speaker>||:Это были опасные исследования?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Возьми, к примеру, трупы тех беженцев. Ты не заметил рядом с ними какие-то странные лепестки цветов?</color>
NPC-Persica(0);NPC-Kalin(4)<Speaker>Калина</Speaker>||:Да... они были видны на многих из присланных снимков.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Это виды растения под названием «Эпифиллум»...</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Эпифиллум?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Да. Это такие растения, которые могут поглощать Жидкость «Коллапс».</color>+<color=#00CCFF>90wish когда-то изучал возможность использования растений для очистки от радиации Коллапса, но, как и следовало ожидать, исследования провалились. Эти растения могут поглощать свободно парящие радиоактивные частицы, но как только зацветают, они сразу выбрасывают всё, что поглотили.</color>+<color=#00CCFF>Очевидно, что для дезактивации их использовать нельзя, но Уильямсу эти «Эпифиллумы» очень нравились, и перед моим отъездом он постоянно работал над выведением улучшенных разновидностей этого вида. </color>
NPC-Persica(0);NPC-Kalin(2)<Speaker>Калина</Speaker>||:Ну... Ой! Вот оно!
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Да. Лучшего инструмента для массового убийства, чем «Эпифиллум», просто нет.</color>+<color=#00CCFF>Парадеусу нужны были заражённые ЭЛИДом люди, но беженцы не настолько глупы, чтобы бежать в заражённые зоны и пойти на верную гибель. А «Эпифиллум» мог бы стать идеальной ловушкой, которая с виду выглядела бы совершенно безопасной...</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:...Просто омерзительно.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Но это ещё не самое страшное. Судя по снимкам, которые прислали твои Куклы, помимо мёртвых беженцев и мутировавших ЭЛИД, ты должен был обнаружить ещё и образец, который был собран насильно.</color>
NPC-Persica(0);NPC-Kalin(2)<Speaker>Калина</Speaker>||:Ты имеешь в виду ту полумеханическую девушку?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>;NPC-Kalin(2)||:<color=#00CCFF>Да... Судя по внешнему виду, она немного похожа на Нито. Думаю, она, скорее всего, была испытуемой в рамках теста на совместимость, которую модифицировали, но в итоге эксперимент всё равно провалился.</color>
NPC-Persica(0);NPC-Kalin(2)<Speaker>Калина</Speaker>||:Участник теста на совместимость?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>;NPC-Kalin(2)||:<color=#00CCFF>90wish когда-то проводил исследование, насколько структура человеческого тела совместима с устройствами Реликвии, работающими в ионизированном состоянии и с регулируемым объемом.</color> +<color=#00CCFF>Они полагали, что в сооружениях цивилизации Реликвии для определения прав доступа использовалась генетическая информация. Однако человеческое тело при воздействии больших доз радиации Коллапса структурно кристаллизуется, хотя этот процесс немного замедляется в организмах, имеющих к ним сродство.</color> +<color=#00CCFF>90wish надеялся, что существа с таким сродством смогут активировать самые внешние устройства внутри Реликвий, прежде чем они подвергнутся полной мутации. </color>
NPC-Persica(0);NPC-Kalin(4)<Speaker>Калина</Speaker>||:Но почему...
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>90wish проводил подобные моделируемые эксперименты на суперкомпьютерах, но ему всегда запрещали проводить их в реальной жизни, потому что это было грубым нарушением человеческой этики и морали.</color> +<color=#00CCFF>Моделирование провалилось, что никого не удивило. Результаты трёх миллионов моделируемых экспериментов оказались все неверными… и неудивительно. Реликвии просто не могли отреагировать на такие примитивные методы.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Но, полагаю, были и те, кто не согласился с таким исходом.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Да, особенно этот «Уильям». Он считал, что неудачи были вызваны невыполненными условиями. Если симуляции заканчивались провалом, он пробовал это в реальной жизни. Я бы не удивилась, если бы он был способен на такую жестокость...</color>
NPC-Persica(0);NPC-Kalin(4)<Speaker>Калина</Speaker>||:То есть ты хочешь сказать, что эта девчонка была незавершённой «Нито», созданным специально для такого эксперимента?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Элиза, которую раньше оставили на свободе, была «ключом» к пробуждению объектов Реликвий. А Нито были своего рода «посредниками» для установления контакта с этими объектами... Раньше Анже рассказывала мне, что есть фракция, которая пытается реактивировать Реликвии. Это объясняло бы все их цели.</color> +<color=#00CCFF>Однако... я до сих пор не понимаю, как он собирается достичь своей цели...</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Значит, «Нито» не предназначались для боя?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Для Уильяма они были ничем иным, как провальными экспериментами. Так что... он без зазрения совести использовал бы их в качестве пушечного мяса.</color> +<color=#00CCFF>Тем не менее это показывает, что исследования Уильяма пока не увенчались успехом. Он всё ещё продолжает свои эксперименты.</color> +<color=#00CCFF>После инцидента на острове Бейлан однажды появился «Иммунный индивид», на которого радиация Коллапса»не оказала абсолютно никакого воздействия. Интересно, не пытается ли он создать нового «Иммунного индивида»...</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:То есть ты хочешь сказать, что Таллинн для него — всего лишь лаборатория, а мы все — его подопытные крысы.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Командир, у меня по этому поводу плохое предчувствие.</color> +<color=#00CCFF>Начиная с недавнего предательства Военных, затем Белград, а теперь и твоё появление в Таллинне — у меня такое ощущение, что всё это было тщательно спланировано, чтобы подтолкнуть нас к тому, чего делать не стоит.</color>
