()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>46</BIN><BGM>BGM_Room</BGM>:В центре управления. +Отряд 404 обнаруживает Команду AR.
HK416Mod(0)<Speaker>416</Speaker>||:9-я... Ты же говорила, что мы будем искать M4A1, но...
HK416Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:Даже Команда AR стоит как вкопанная, да?
HK416Mod(0);UMP9Mod(6)<Speaker>UMP9</Speaker>||:Что здесь произошло...? Даже Команда AR перестала работать...
HK416Mod(0)<Speaker>416</Speaker>;UMP9Mod(6)||:9-я, иди-ка посмотри на это. +AR-15 подключена к M4 кабелем. Похоже, они уже выяснили, в чём дело.
HK416Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:Хочешь тоже подключиться, 9-я?
HK416Mod(0)<Speaker>416</Speaker>;G11(0)||:Эй, слишком опасно позволять 9-ой делать то, с чем не справилась даже 45-я.
HK416Mod(0);UMP9Mod(6)<Speaker>UMP9</Speaker>||:Я... могла бы попробовать, если это для 45-ой...
HK416Mod(0)<Speaker>416</Speaker>;UMP9Mod(6)||:Если даже участники Команды AR не смогли решить эту проблему, то тебе с твоими знаниями это точно не по силам. Не прикидывайся крутой.
HK416Mod(0);UMP9Mod(4)<Speaker>UMP9</Speaker>||<BGM>BGM_Empty</BGM>:But!
HK416Mod(0);UMP9Mod(4)<Speaker></Speaker>||<SE1>AVG_footsteps_cave</SE1>:The sound of footsteps comes from downstairs. Step by step, they draw closer.
HK416Mod(0);G11(2)<Speaker>Gr G11</Speaker><Shake>||<BGM>m_avg_labyrinth</BGM>:What's...happening...? I can't move...
HK416Mod(0)<Speaker>416</Speaker>;G11(2)||<SE1>Heartbeat</SE1>:Is it an enemy?!
HK416Mod(0);NytoIsomer(0)<Speaker>Failed Isomer</Speaker>||:...
HK416Mod(0)<Speaker>416</Speaker>;NytoIsomer(0)||<SE1>Rope</SE1>:Scheiße... Can't...raise my gun...
UMP9Mod(4)<Speaker>UMP9</Speaker>;NytoIsomer(0)||:Is this a signal source for the forced connection...? Dammit, why can't I move even though I closed my ports...
UMP9Mod(4);NytoIsomer(0)<Speaker>Failed Isomer</Speaker>||:... +I am not here to fight.
HK416Mod(0)<Speaker>416</Speaker>;NytoIsomer(0)||:I can't believe I didn't realize it all this time... You're the one who's disrupting the Griffin Dolls, aren't you!
NytoIsomer(0)<Speaker>Failed Isomer</Speaker>||:I have seen too much death. +Our conflict is meaningless. +I have come to welcome her, who will then take us away. +Only through connection did I finally understand that I could never become her, whom others looked forward to. +But if she chooses to accept our everything, and abandon her hopes of becoming perfect, that too is what I desire. +The flowers of despair are about to bloom. There is little time left.
NytoIsomer(0)<Speaker></Speaker>||<黑屏1>:The Isomer slowly walks up to M4, then places both her hands on M4's unmoving face and humbly falls to her knees.
